claim_id,location,claim_type,value_paper,needs_block
t3_veterans_op_ed_flat_tax_estimate,Table 3 (p. 70),pipeline,-0.033,TRUE
t3_veterans_op_ed_flat_tax_std_error,Table 3 (p. 70),pipeline,0.082,TRUE
t3_veterans_op_ed_veterans_estimate,Table 3 (p. 70),pipeline,0.770,TRUE
t3_veterans_op_ed_veterans_std_error,Table 3 (p. 70),pipeline,0.078,TRUE
t3_veterans_op_ed_wall_street_estimate,Table 3 (p. 70),pipeline,-0.210,TRUE
t3_veterans_op_ed_wall_street_std_error,Table 3 (p. 70),pipeline,0.084,TRUE
t3_veterans_constant_estimate,Table 3 (p. 70),pipeline,4.502,TRUE
t3_veterans_constant_std_error,Table 3 (p. 70),pipeline,0.058,TRUE
t3_wall_street_op_ed_amtrak_estimate,Table 3 (p. 70),pipeline,-0.035,TRUE
t3_wall_street_op_ed_amtrak_std_error,Table 3 (p. 70),pipeline,0.079,TRUE
t3_wall_street_op_ed_climate_estimate,Table 3 (p. 70),pipeline,0.026,TRUE
t3_wall_street_op_ed_climate_std_error,Table 3 (p. 70),pipeline,0.080,TRUE
t3_wall_street_op_ed_flat_tax_estimate,Table 3 (p. 70),pipeline,-0.018,TRUE
t3_wall_street_op_ed_flat_tax_std_error,Table 3 (p. 70),pipeline,0.079,TRUE
t3_wall_street_op_ed_veterans_estimate,Table 3 (p. 70),pipeline,-0.124,TRUE
t3_wall_street_op_ed_veterans_std_error,Table 3 (p. 70),pipeline,0.078,TRUE
t3_wall_street_op_ed_wall_street_estimate,Table 3 (p. 70),pipeline,0.915,TRUE
t3_wall_street_op_ed_wall_street_std_error,Table 3 (p. 70),pipeline,0.082,TRUE
t3_wall_street_constant_estimate,Table 3 (p. 70),pipeline,2.616,TRUE
t3_wall_street_constant_std_error,Table 3 (p. 70),pipeline,0.054,TRUE
t3_amtrak_r2,Table 3 (p. 70),pipeline,0.012,TRUE
t3_climate_r2,Table 3 (p. 70),pipeline,0.008,TRUE
t3_flat_tax_r2,Table 3 (p. 70),pipeline,0.026,TRUE
t3_veterans_r2,Table 3 (p. 70),pipeline,0.048,TRUE
t3_wall_street_r2,Table 3 (p. 70),pipeline,0.061,TRUE
t3_amtrak_n,Table 3 (p. 70),pipeline,3571,TRUE
t3_climate_n,Table 3 (p. 70),pipeline,3571,TRUE
t3_flat_tax_n,Table 3 (p. 70),pipeline,3571,TRUE
t3_veterans_n,Table 3 (p. 70),pipeline,3571,TRUE
t3_wall_street_n,Table 3 (p. 70),pipeline,3571,TRUE
t4_amtrak_op_ed_amtrak_estimate,Table 4 (p. 71),pipeline,0.501,TRUE
t4_amtrak_op_ed_amtrak_std_error,Table 4 (p. 71),pipeline,0.059,TRUE
t4_amtrak_op_ed_climate_estimate,Table 4 (p. 71),pipeline,0.078,TRUE
t4_amtrak_op_ed_climate_std_error,Table 4 (p. 71),pipeline,0.056,TRUE
t4_amtrak_op_ed_flat_tax_estimate,Table 4 (p. 71),pipeline,0.080,TRUE
t4_amtrak_op_ed_flat_tax_std_error,Table 4 (p. 71),pipeline,0.055,TRUE
t4_amtrak_op_ed_veterans_estimate,Table 4 (p. 71),pipeline,0.044,TRUE
t4_amtrak_op_ed_veterans_std_error,Table 4 (p. 71),pipeline,0.058,TRUE
t4_amtrak_op_ed_wall_street_estimate,Table 4 (p. 71),pipeline,0.055,TRUE
t4_amtrak_op_ed_wall_street_std_error,Table 4 (p. 71),pipeline,0.055,TRUE
t4_amtrak_constant_estimate,Table 4 (p. 71),pipeline,-0.125,TRUE
t4_amtrak_constant_std_error,Table 4 (p. 71),pipeline,0.039,TRUE
t4_climate_op_ed_amtrak_estimate,Table 4 (p. 71),pipeline,0.018,TRUE
t4_climate_op_ed_amtrak_std_error,Table 4 (p. 71),pipeline,0.056,TRUE
t4_climate_op_ed_climate_estimate,Table 4 (p. 71),pipeline,0.276,TRUE
t4_climate_op_ed_climate_std_error,Table 4 (p. 71),pipeline,0.057,TRUE
t4_climate_op_ed_flat_tax_estimate,Table 4 (p. 71),pipeline,0.110,TRUE
t4_climate_op_ed_flat_tax_std_error,Table 4 (p. 71),pipeline,0.056,TRUE
t4_climate_op_ed_veterans_estimate,Table 4 (p. 71),pipeline,0.003,TRUE
t4_climate_op_ed_veterans_std_error,Table 4 (p. 71),pipeline,0.057,TRUE
t4_climate_op_ed_wall_street_estimate,Table 4 (p. 71),pipeline,0.067,TRUE
t4_climate_op_ed_wall_street_std_error,Table 4 (p. 71),pipeline,0.057,TRUE
t4_climate_constant_estimate,Table 4 (p. 71),pipeline,-0.079,TRUE
t4_climate_constant_std_error,Table 4 (p. 71),pipeline,0.039,TRUE
t4_flat_tax_op_ed_amtrak_estimate,Table 4 (p. 71),pipeline,0.005,TRUE
t4_flat_tax_op_ed_amtrak_std_error,Table 4 (p. 71),pipeline,0.056,TRUE
t4_flat_tax_op_ed_climate_estimate,Table 4 (p. 71),pipeline,0.045,TRUE
t4_flat_tax_op_ed_climate_std_error,Table 4 (p. 71),pipeline,0.057,TRUE
t4_flat_tax_op_ed_flat_tax_estimate,Table 4 (p. 71),pipeline,0.488,TRUE
t4_flat_tax_op_ed_flat_tax_std_error,Table 4 (p. 71),pipeline,0.060,TRUE
t4_flat_tax_op_ed_veterans_estimate,Table 4 (p. 71),pipeline,-0.026,TRUE
t4_flat_tax_op_ed_veterans_std_error,Table 4 (p. 71),pipeline,0.057,TRUE
t4_flat_tax_op_ed_wall_street_estimate,Table 4 (p. 71),pipeline,0.097,TRUE
t4_flat_tax_op_ed_wall_street_std_error,Table 4 (p. 71),pipeline,0.057,TRUE
t4_flat_tax_constant_estimate,Table 4 (p. 71),pipeline,-0.101,TRUE
t4_flat_tax_constant_std_error,Table 4 (p. 71),pipeline,0.039,TRUE
t4_veterans_op_ed_amtrak_estimate,Table 4 (p. 71),pipeline,0.051,TRUE
t4_veterans_op_ed_amtrak_std_error,Table 4 (p. 71),pipeline,0.056,TRUE
t4_veterans_op_ed_climate_estimate,Table 4 (p. 71),pipeline,-0.007,TRUE
t4_veterans_op_ed_climate_std_error,Table 4 (p. 71),pipeline,0.056,TRUE
t4_veterans_op_ed_flat_tax_estimate,Table 4 (p. 71),pipeline,0.048,TRUE
t4_veterans_op_ed_flat_tax_std_error,Table 4 (p. 71),pipeline,0.056,TRUE
t4_veterans_op_ed_veterans_estimate,Table 4 (p. 71),pipeline,0.646,TRUE
t4_veterans_op_ed_veterans_std_error,Table 4 (p. 71),pipeline,0.054,TRUE
t4_veterans_op_ed_wall_street_estimate,Table 4 (p. 71),pipeline,-0.113,TRUE
t4_veterans_op_ed_wall_street_std_error,Table 4 (p. 71),pipeline,0.057,TRUE
t4_veterans_constant_estimate,Table 4 (p. 71),pipeline,-0.103,TRUE
t4_veterans_constant_std_error,Table 4 (p. 71),pipeline,0.040,TRUE
t4_wall_street_op_ed_amtrak_estimate,Table 4 (p. 71),pipeline,-0.034,TRUE
t4_wall_street_op_ed_amtrak_std_error,Table 4 (p. 71),pipeline,0.054,TRUE
t4_wall_street_op_ed_climate_estimate,Table 4 (p. 71),pipeline,0.008,TRUE
t4_wall_street_op_ed_climate_std_error,Table 4 (p. 71),pipeline,0.055,TRUE
t4_wall_street_op_ed_flat_tax_estimate,Table 4 (p. 71),pipeline,-0.023,TRUE
t4_wall_street_op_ed_flat_tax_std_error,Table 4 (p. 71),pipeline,0.056,TRUE
t4_wall_street_op_ed_veterans_estimate,Table 4 (p. 71),pipeline,-0.090,TRUE
t4_wall_street_op_ed_veterans_std_error,Table 4 (p. 71),pipeline,0.054,TRUE
t4_wall_street_op_ed_wall_street_estimate,Table 4 (p. 71),pipeline,0.698,TRUE
t4_wall_street_op_ed_wall_street_std_error,Table 4 (p. 71),pipeline,0.056,TRUE
t4_wall_street_constant_estimate,Table 4 (p. 71),pipeline,-0.096,TRUE
t4_wall_street_constant_std_error,Table 4 (p. 71),pipeline,0.038,TRUE
t4_amtrak_r2,Table 4 (p. 71),pipeline,0.029,TRUE
t4_climate_r2,Table 4 (p. 71),pipeline,0.009,TRUE
t4_flat_tax_r2,Table 4 (p. 71),pipeline,0.030,TRUE
t4_veterans_r2,Table 4 (p. 71),pipeline,0.063,TRUE
t4_wall_street_r2,Table 4 (p. 71),pipeline,0.076,TRUE
t4_amtrak_n,Table 4 (p. 71),pipeline,3571,TRUE
t4_climate_n,Table 4 (p. 71),pipeline,3571,TRUE
t4_flat_tax_n,Table 4 (p. 71),pipeline,3571,TRUE
t4_veterans_n,Table 4 (p. 71),pipeline,3571,TRUE
t4_wall_street_n,Table 4 (p. 71),pipeline,3571,TRUE
t6_amtrak_op_ed_amtrak_estimate,Table 6 (p. 73),pipeline,0.438,TRUE
t6_amtrak_op_ed_amtrak_std_error,Table 6 (p. 73),pipeline,0.110,TRUE
t6_amtrak_op_ed_flat_tax_estimate,Table 6 (p. 73),pipeline,-0.023,TRUE
t6_amtrak_op_ed_flat_tax_std_error,Table 6 (p. 73),pipeline,0.101,TRUE
t6_amtrak_op_ed_veterans_estimate,Table 6 (p. 73),pipeline,-0.004,TRUE
t6_amtrak_op_ed_veterans_std_error,Table 6 (p. 73),pipeline,0.103,TRUE
t6_amtrak_op_ed_wall_street_estimate,Table 6 (p. 73),pipeline,0.042,TRUE
t6_amtrak_op_ed_wall_street_std_error,Table 6 (p. 73),pipeline,0.109,TRUE
t6_amtrak_constant_estimate,Table 6 (p. 73),pipeline,2.304,TRUE
t6_amtrak_constant_std_error,Table 6 (p. 73),pipeline,0.073,TRUE
t6_flat_tax_op_ed_amtrak_estimate,Table 6 (p. 73),pipeline,-0.094,TRUE
t6_flat_tax_op_ed_amtrak_std_error,Table 6 (p. 73),pipeline,0.150,TRUE
t6_flat_tax_op_ed_flat_tax_estimate,Table 6 (p. 73),pipeline,0.411,TRUE
t6_flat_tax_op_ed_flat_tax_std_error,Table 6 (p. 73),pipeline,0.144,TRUE
t6_flat_tax_op_ed_veterans_estimate,Table 6 (p. 73),pipeline,-0.156,TRUE
t6_flat_tax_op_ed_veterans_std_error,Table 6 (p. 73),pipeline,0.147,TRUE
t6_flat_tax_op_ed_wall_street_estimate,Table 6 (p. 73),pipeline,0.067,TRUE
t6_flat_tax_op_ed_wall_street_std_error,Table 6 (p. 73),pipeline,0.148,TRUE
t6_flat_tax_constant_estimate,Table 6 (p. 73),pipeline,3.578,TRUE
t6_flat_tax_constant_std_error,Table 6 (p. 73),pipeline,0.103,TRUE
t6_veterans_op_ed_amtrak_estimate,Table 6 (p. 73),pipeline,0.069,TRUE
t6_veterans_op_ed_amtrak_std_error,Table 6 (p. 73),pipeline,0.093,TRUE
t6_veterans_op_ed_flat_tax_estimate,Table 6 (p. 73),pipeline,-0.060,TRUE
t6_veterans_op_ed_flat_tax_std_error,Table 6 (p. 73),pipeline,0.091,TRUE
t6_veterans_op_ed_veterans_estimate,Table 6 (p. 73),pipeline,0.045,TRUE
t6_veterans_op_ed_veterans_std_error,Table 6 (p. 73),pipeline,0.091,TRUE
t6_veterans_op_ed_wall_street_estimate,Table 6 (p. 73),pipeline,-0.055,TRUE
t6_veterans_op_ed_wall_street_std_error,Table 6 (p. 73),pipeline,0.093,TRUE
t6_veterans_constant_estimate,Table 6 (p. 73),pipeline,4.585,TRUE
t6_veterans_constant_std_error,Table 6 (p. 73),pipeline,0.064,TRUE
t6_wall_street_op_ed_amtrak_estimate,Table 6 (p. 73),pipeline,0.071,TRUE
t6_wall_street_op_ed_amtrak_std_error,Table 6 (p. 73),pipeline,0.103,TRUE
t6_wall_street_op_ed_flat_tax_estimate,Table 6 (p. 73),pipeline,-0.004,TRUE
t6_wall_street_op_ed_flat_tax_std_error,Table 6 (p. 73),pipeline,0.101,TRUE
t6_wall_street_op_ed_veterans_estimate,Table 6 (p. 73),pipeline,0.119,TRUE
t6_wall_street_op_ed_veterans_std_error,Table 6 (p. 73),pipeline,0.101,TRUE
t6_wall_street_op_ed_wall_street_estimate,Table 6 (p. 73),pipeline,0.791,TRUE
t6_wall_street_op_ed_wall_street_std_error,Table 6 (p. 73),pipeline,0.105,TRUE
t6_wall_street_constant_estimate,Table 6 (p. 73),pipeline,2.926,TRUE
t6_wall_street_constant_std_error,Table 6 (p. 73),pipeline,0.071,TRUE
t6_amtrak_r2,Table 6 (p. 73),pipeline,0.012,TRUE
t6_flat_tax_r2,Table 6 (p. 73),pipeline,0.008,TRUE
t6_veterans_r2,Table 6 (p. 73),pipeline,0.001,TRUE
t6_wall_street_r2,Table 6 (p. 73),pipeline,0.037,TRUE
t6_amtrak_n,Table 6 (p. 73),pipeline,2181,TRUE
t6_flat_tax_n,Table 6 (p. 73),pipeline,2181,TRUE
t6_veterans_n,Table 6 (p. 73),pipeline,2181,TRUE
t6_wall_street_n,Table 6 (p. 73),pipeline,2181,TRUE
t7_amtrak_op_ed_amtrak_estimate,Table 7 (p. 74),pipeline,0.303,TRUE
t7_amtrak_op_ed_amtrak_std_error,Table 7 (p. 74),pipeline,0.073,TRUE
t7_amtrak_op_ed_flat_tax_estimate,Table 7 (p. 74),pipeline,-0.084,TRUE
t7_amtrak_op_ed_flat_tax_std_error,Table 7 (p. 74),pipeline,0.067,TRUE
t7_amtrak_op_ed_veterans_estimate,Table 7 (p. 74),pipeline,-0.041,TRUE
t7_amtrak_op_ed_veterans_std_error,Table 7 (p. 74),pipeline,0.069,TRUE
t7_amtrak_op_ed_wall_street_estimate,Table 7 (p. 74),pipeline,-0.021,TRUE
t7_amtrak_op_ed_wall_street_std_error,Table 7 (p. 74),pipeline,0.071,TRUE
t7_amtrak_constant_estimate,Table 7 (p. 74),pipeline,0.012,TRUE
t7_amtrak_constant_std_error,Table 7 (p. 74),pipeline,0.048,TRUE
t7_flat_tax_op_ed_amtrak_estimate,Table 7 (p. 74),pipeline,-0.014,TRUE
t7_flat_tax_op_ed_amtrak_std_error,Table 7 (p. 74),pipeline,0.070,TRUE
t7_flat_tax_op_ed_flat_tax_estimate,Table 7 (p. 74),pipeline,0.104,TRUE
t7_flat_tax_op_ed_flat_tax_std_error,Table 7 (p. 74),pipeline,0.070,TRUE
t7_flat_tax_op_ed_veterans_estimate,Table 7 (p. 74),pipeline,-0.044,TRUE
t7_flat_tax_op_ed_veterans_std_error,Table 7 (p. 74),pipeline,0.070,TRUE
t7_flat_tax_op_ed_wall_street_estimate,Table 7 (p. 74),pipeline,0.077,TRUE
t7_flat_tax_op_ed_wall_street_std_error,Table 7 (p. 74),pipeline,0.069,TRUE
t7_flat_tax_constant_estimate,Table 7 (p. 74),pipeline,0.002,TRUE
t7_flat_tax_constant_std_error,Table 7 (p. 74),pipeline,0.049,TRUE
t7_veterans_op_ed_amtrak_estimate,Table 7 (p. 74),pipeline,0.131,TRUE
t7_veterans_op_ed_amtrak_std_error,Table 7 (p. 74),pipeline,0.065,TRUE
t7_veterans_op_ed_flat_tax_estimate,Table 7 (p. 74),pipeline,-0.0005,TRUE
t7_veterans_op_ed_flat_tax_std_error,Table 7 (p. 74),pipeline,0.062,TRUE
t7_veterans_op_ed_veterans_estimate,Table 7 (p. 74),pipeline,0.153,TRUE
t7_veterans_op_ed_veterans_std_error,Table 7 (p. 74),pipeline,0.063,TRUE
t7_veterans_op_ed_wall_street_estimate,Table 7 (p. 74),pipeline,-0.032,TRUE
t7_veterans_op_ed_wall_street_std_error,Table 7 (p. 74),pipeline,0.064,TRUE
t7_veterans_constant_estimate,Table 7 (p. 74),pipeline,-0.043,TRUE
t7_veterans_constant_std_error,Table 7 (p. 74),pipeline,0.044,TRUE
t7_wall_street_op_ed_amtrak_estimate,Table 7 (p. 74),pipeline,0.010,TRUE
t7_wall_street_op_ed_amtrak_std_error,Table 7 (p. 74),pipeline,0.063,TRUE
t7_wall_street_op_ed_flat_tax_estimate,Table 7 (p. 74),pipeline,-0.039,TRUE
t7_wall_street_op_ed_flat_tax_std_error,Table 7 (p. 74),pipeline,0.062,TRUE
t7_wall_street_op_ed_veterans_estimate,Table 7 (p. 74),pipeline,0.066,TRUE
t7_wall_street_op_ed_veterans_std_error,Table 7 (p. 74),pipeline,0.063,TRUE
t7_wall_street_op_ed_wall_street_estimate,Table 7 (p. 74),pipeline,0.571,TRUE
t7_wall_street_op_ed_wall_street_std_error,Table 7 (p. 74),pipeline,0.060,TRUE
t7_wall_street_constant_estimate,Table 7 (p. 74),pipeline,-0.123,TRUE
t7_wall_street_constant_std_error,Table 7 (p. 74),pipeline,0.044,TRUE
t7_amtrak_r2,Table 7 (p. 74),pipeline,0.016,TRUE
t7_flat_tax_r2,Table 7 (p. 74),pipeline,0.003,TRUE
t7_veterans_r2,Table 7 (p. 74),pipeline,0.006,TRUE
t7_wall_street_r2,Table 7 (p. 74),pipeline,0.057,TRUE
t7_amtrak_n,Table 7 (p. 74),pipeline,2181,TRUE
t7_flat_tax_n,Table 7 (p. 74),pipeline,2181,TRUE
t7_veterans_n,Table 7 (p. 74),pipeline,2181,TRUE
t7_wall_street_n,Table 7 (p. 74),pipeline,2181,TRUE
t8_amtrak_op_ed_amtrak_estimate,Table 8 (p. 75),pipeline,0.501,TRUE
t8_amtrak_op_ed_amtrak_std_error,Table 8 (p. 75),pipeline,0.059,TRUE
t8_amtrak_op_ed_flat_tax_estimate,Table 8 (p. 75),pipeline,0.080,TRUE
t8_amtrak_op_ed_flat_tax_std_error,Table 8 (p. 75),pipeline,0.055,TRUE
t8_amtrak_op_ed_veterans_estimate,Table 8 (p. 75),pipeline,0.044,TRUE
t8_amtrak_op_ed_veterans_std_error,Table 8 (p. 75),pipeline,0.058,TRUE
t8_amtrak_op_ed_wall_street_estimate,Table 8 (p. 75),pipeline,0.055,TRUE
t8_amtrak_op_ed_wall_street_std_error,Table 8 (p. 75),pipeline,0.055,TRUE
t8_amtrak_elite_experiment_estimate,Table 8 (p. 75),pipeline,0.137,TRUE
t8_amtrak_elite_experiment_std_error,Table 8 (p. 75),pipeline,0.062,TRUE
